Lead_ID,Location,College,Year Of Study,Program Intrest,Lead Source
LD402,Raipur,VNIT Nagpur,3rd,Finance,Google Form
LD403,Mumbai,IIT Bombay,1st,Artificial Intelligence,Instagram
LD404,Mumbai,IIT Bombay,3rd,Artificial Intelligence,Whatsapp
LD405,Hyderabad,IIM Bangalore,2nd,Finance,Whatsapp
LD406,Delhi,IIM Bangalore,3rd,Data Science,Whatsapp
LD407,Bangalore,BIITS Raipur,3rd,Finance,Whatsapp
LD408,Bangalore,IIIT Hyderabad,2nd,Finance,Google Form
LD409,Ahmedabad,IIT Bombay,1st,Finance,Google Form
LD410,Ahmedabad,IIM A,2nd,Computer Science,Instagram
LD411,Bangalore,IIM A,1st,Data Science,Whatsapp
LD412,Hyderabad,IIT Delhi,1st,Finance,Linkedin
LD413,Bangalore,IIM A,1st,Robotics,Linkedin
LD414,Nagpur,VNIT Nagpur,4th,Computer Science,Google Form
LD415,Nagpur,IIIT Hyderabad,1st,Finance,Linkedin
LD416,Delhi,IIM Bangalore,2nd,Finance,Whatsapp
LD417,Bangalore,VNIT Nagpur,4th,Data Science,College Colloboration
LD418,Hyderabad,IIIT Hyderabad,2nd,Finance,Instagram
LD419,Hyderabad,IIM A,3rd,Finance,Instagram
LD420,Ahmedabad,IIM A,4th,Data Science,Instagram
LD421,Delhi,IIM Bangalore,4th,Data Science,Google Form
LD422,Ahmedabad,IIM Bangalore,2nd,Human Resource,Linkedin
LD423,Raipur,IIT Bombay,2nd,Finance,Google Form
LD424,Hyderabad,Ramdeobaba Univerisity,4th,Data Science,Whatsapp
LD425,Delhi,IIT Delhi,4th,Artificial Intelligence,College Colloboration
LD426,Nagpur,IIIT Hyderabad,1st,Finance,Whatsapp
LD427,Delhi,IIT Delhi,4th,Robotics,College Colloboration
LD428,Hyderabad,IIT Bombay,2nd,Robotics,Linkedin
LD429,Delhi,IIM A,2nd,Artificial Intelligence,Instagram
LD430,Mumbai,Ramdeobaba Univerisity,4th,Finance,Whatsapp
LD431,Raipur,IIIT Hyderabad,1st,Finance,Whatsapp
LD432,Raipur,VNIT Nagpur,3rd,Artificial Intelligence,Whatsapp
LD433,Mumbai,BIITS Raipur,3rd,Computer Science,Whatsapp
LD434,Ahmedabad,Ramdeobaba Univerisity,2nd,Data Science,Linkedin
LD435,Mumbai,IIM Bangalore,2nd,Finance,Whatsapp
LD436,Ahmedabad,BIITS Raipur,4th,Finance,Google Form
LD437,Mumbai,VNIT Nagpur,2nd,Data Science,Whatsapp
LD438,Raipur,BIITS Raipur,1st,Robotics,Whatsapp
LD439,Nagpur,Ramdeobaba Univerisity,1st,Human Resource,Whatsapp
LD440,Nagpur,IIIT Hyderabad,3rd,Artificial Intelligence,Linkedin
LD441,Delhi,BIITS Raipur,4th,Finance,Google Form
LD442,Bangalore,BIITS Raipur,1st,Finance,College Colloboration
LD443,Mumbai,IIIT Hyderabad,1st,Computer Science,Google Form
LD444,Ahmedabad,IIT Bombay,1st,Human Resource,College Colloboration
LD445,Bangalore,IIT Delhi,4th,Finance,Instagram
LD446,Mumbai,IIT Bombay,1st,Artificial Intelligence,Linkedin
LD447,Mumbai,IIM A,2nd,Robotics,Whatsapp
LD448,Bangalore,IIM Bangalore,3rd,Data Science,Instagram
LD449,Raipur,IIM A,3rd,Finance,Whatsapp
LD450,Bangalore,Ramdeobaba Univerisity,1st,Human Resource,Google Form
LD451,Ahmedabad,BIITS Raipur,3rd,Data Science,College Colloboration
LD452,Ahmedabad,VNIT Nagpur,1st,Robotics,College Colloboration
LD453,Bangalore,IIIT Hyderabad,4th,Robotics,Google Form
LD454,Raipur,IIM A,1st,Computer Science,Instagram
LD455,Delhi,IIM Bangalore,1st,Computer Science,Instagram
LD456,Bangalore,IIT Bombay,4th,Robotics,Instagram
LD457,Nagpur,Ramdeobaba Univerisity,4th,Computer Science,College Colloboration
LD458,Ahmedabad,IIT Delhi,4th,Data Science,Instagram
LD459,Delhi,IIM A,1st,Human Resource,Google Form
LD460,Hyderabad,IIIT Hyderabad,4th,Data Science,Instagram
LD461,Nagpur,BIITS Raipur,4th,Finance,Linkedin
LD462,Raipur,IIM A,1st,Human Resource,Whatsapp
LD463,Delhi,BIITS Raipur,1st,Artificial Intelligence,Google Form
LD464,Bangalore,IIIT Hyderabad,3rd,Artificial Intelligence,Instagram
LD465,Bangalore,IIM Bangalore,2nd,Finance,Instagram
LD466,Ahmedabad,IIT Delhi,4th,Human Resource,Whatsapp
LD467,Delhi,IIIT Hyderabad,4th,Human Resource,Linkedin
LD468,Ahmedabad,IIT Bombay,4th,Computer Science,Whatsapp
LD469,Nagpur,IIIT Hyderabad,3rd,Robotics,Linkedin
LD470,Bangalore,IIIT Hyderabad,2nd,Artificial Intelligence,Linkedin
LD471,Mumbai,IIIT Hyderabad,4th,Artificial Intelligence,Linkedin
LD472,Mumbai,BIITS Raipur,4th,Data Science,College Colloboration
LD473,Nagpur,IIM Bangalore,4th,Finance,Whatsapp
LD474,Mumbai,BIITS Raipur,3rd,Artificial Intelligence,Google Form
LD475,Hyderabad,IIIT Hyderabad,1st,Computer Science,Whatsapp
LD476,Bangalore,IIM Bangalore,1st,Finance,Instagram
LD477,Mumbai,BIITS Raipur,4th,Finance,Whatsapp
LD478,Nagpur,IIT Delhi,2nd,Human Resource,Google Form
LD479,Mumbai,BIITS Raipur,4th,Human Resource,Google Form
LD480,Nagpur,IIM A,1st,Human Resource,Google Form
LD481,Mumbai,IIIT Hyderabad,2nd,Computer Science,Google Form
LD482,Raipur,IIT Bombay,2nd,Robotics,Google Form
LD483,Ahmedabad,BIITS Raipur,4th,Data Science,Google Form
LD484,Bangalore,IIM A,3rd,Robotics,College Colloboration
LD485,Raipur,BIITS Raipur,1st,Human Resource,Whatsapp
LD486,Raipur,VNIT Nagpur,1st,Artificial Intelligence,Linkedin
LD487,Raipur,IIT Delhi,2nd,Human Resource,Whatsapp
LD488,Mumbai,BIITS Raipur,3rd,Human Resource,College Colloboration
LD489,Ahmedabad,IIT Delhi,3rd,Robotics,College Colloboration
LD490,Delhi,IIM A,2nd,Data Science,Google Form
LD491,Bangalore,VNIT Nagpur,3rd,Finance,Whatsapp
LD492,Raipur,BIITS Raipur,3rd,Artificial Intelligence,Whatsapp
LD493,Delhi,IIM A,3rd,Finance,Whatsapp
LD494,Nagpur,IIT Delhi,2nd,Robotics,Whatsapp
LD495,Hyderabad,VNIT Nagpur,3rd,Data Science,Whatsapp
LD496,Bangalore,IIT Delhi,1st,Data Science,Whatsapp
LD497,Mumbai,Ramdeobaba Univerisity,1st,Robotics,Linkedin
LD498,Bangalore,VNIT Nagpur,1st,Finance,College Colloboration
LD499,Hyderabad,IIT Bombay,1st,Human Resource,Google Form
LD500,Ahmedabad,VNIT Nagpur,4th,Data Science,Linkedin
LD501,Mumbai,IIIT Hyderabad,1st,Robotics,Instagram
LD502,Mumbai,IIIT Hyderabad,3rd,Finance,Whatsapp
LD503,Mumbai,IIM A,2nd,Robotics,Instagram
LD504,Nagpur,IIT Delhi,2nd,Computer Science,Google Form
LD505,Mumbai,IIM A,4th,Robotics,Google Form
LD506,Delhi,IIM Bangalore,4th,Computer Science,Linkedin
LD507,Mumbai,IIM A,2nd,Data Science,Instagram
LD508,Hyderabad,BIITS Raipur,1st,Finance,Linkedin
LD509,Ahmedabad,IIM A,2nd,Data Science,Linkedin
LD510,Hyderabad,VNIT Nagpur,2nd,Human Resource,Whatsapp
LD511,Nagpur,IIT Delhi,3rd,Data Science,College Colloboration
LD512,Mumbai,VNIT Nagpur,2nd,Finance,Google Form
LD513,Delhi,IIIT Hyderabad,3rd,Data Science,College Colloboration
LD514,Mumbai,VNIT Nagpur,1st,Human Resource,College Colloboration
LD515,Nagpur,VNIT Nagpur,3rd,Artificial Intelligence,Google Form
LD516,Delhi,VNIT Nagpur,2nd,Robotics,Instagram
LD517,Mumbai,IIT Delhi,4th,Computer Science,Linkedin
LD518,Mumbai,IIIT Hyderabad,4th,Computer Science,Instagram
LD519,Mumbai,IIT Delhi,3rd,Finance,Google Form
LD520,Hyderabad,BIITS Raipur,2nd,Human Resource,Google Form
LD521,Ahmedabad,Ramdeobaba Univerisity,2nd,Artificial Intelligence,Linkedin
LD522,Hyderabad,VNIT Nagpur,2nd,Artificial Intelligence,Instagram
LD523,Nagpur,IIM A,4th,Finance,Instagram
LD524,Bangalore,IIM Bangalore,1st,Human Resource,Google Form
LD525,Raipur,BIITS Raipur,2nd,Human Resource,Whatsapp
LD526,Delhi,VNIT Nagpur,3rd,Robotics,College Colloboration
LD527,Raipur,VNIT Nagpur,1st,Robotics,Linkedin
LD528,Delhi,IIM Bangalore,2nd,Computer Science,Whatsapp
LD529,Mumbai,VNIT Nagpur,4th,Human Resource,Instagram
LD530,Hyderabad,IIM Bangalore,2nd,Human Resource,Linkedin
LD531,Delhi,Ramdeobaba Univerisity,1st,Robotics,Google Form
LD532,Raipur,IIIT Hyderabad,3rd,Human Resource,Linkedin
LD533,Nagpur,Ramdeobaba Univerisity,2nd,Human Resource,College Colloboration
LD534,Hyderabad,IIM A,2nd,Finance,Whatsapp
LD535,Bangalore,IIT Bombay,2nd,Finance,Whatsapp
LD536,Hyderabad,IIIT Hyderabad,1st,Computer Science,Linkedin
LD537,Mumbai,BIITS Raipur,1st,Human Resource,Google Form
LD538,Raipur,IIM A,2nd,Computer Science,Whatsapp
LD539,Bangalore,IIT Delhi,2nd,Artificial Intelligence,Instagram
LD540,Mumbai,IIT Bombay,4th,Data Science,Linkedin
LD541,Hyderabad,IIM Bangalore,3rd,Artificial Intelligence,Google Form
LD542,Bangalore,BIITS Raipur,3rd,Data Science,College Colloboration
LD543,Bangalore,IIM A,2nd,Finance,Linkedin
LD544,Hyderabad,BIITS Raipur,4th,Data Science,Instagram
LD545,Hyderabad,BIITS Raipur,2nd,Finance,Whatsapp
LD546,Raipur,BIITS Raipur,1st,Data Science,Google Form
LD547,Raipur,IIT Bombay,1st,Artificial Intelligence,Google Form
LD548,Bangalore,BIITS Raipur,2nd,Data Science,Instagram
LD549,Nagpur,VNIT Nagpur,2nd,Data Science,Whatsapp
LD550,Raipur,IIM A,3rd,Human Resource,Whatsapp
LD551,Mumbai,IIT Bombay,1st,Robotics,Linkedin
LD552,Delhi,Ramdeobaba Univerisity,1st,Data Science,College Colloboration
LD553,Mumbai,IIT Delhi,4th,Computer Science,Instagram
LD554,Nagpur,IIM A,1st,Computer Science,Instagram
LD555,Raipur,IIT Delhi,2nd,Finance,Whatsapp
LD556,Mumbai,IIIT Hyderabad,4th,Artificial Intelligence,Google Form
LD557,Hyderabad,IIIT Hyderabad,3rd,Robotics,Linkedin
LD558,Bangalore,VNIT Nagpur,3rd,Data Science,Instagram
LD559,Bangalore,IIIT Hyderabad,3rd,Artificial Intelligence,College Colloboration
LD560,Hyderabad,IIM A,2nd,Data Science,College Colloboration
LD561,Delhi,VNIT Nagpur,3rd,Data Science,Google Form
LD562,Mumbai,BIITS Raipur,2nd,Finance,Linkedin
LD563,Hyderabad,IIM A,1st,Artificial Intelligence,College Colloboration
LD564,Mumbai,IIM A,1st,Computer Science,Google Form
LD565,Mumbai,VNIT Nagpur,2nd,Robotics,Instagram
LD566,Ahmedabad,IIIT Hyderabad,2nd,Artificial Intelligence,Whatsapp
LD567,Hyderabad,Ramdeobaba Univerisity,3rd,Human Resource,Linkedin
LD568,Hyderabad,IIT Delhi,4th,Robotics,Instagram
LD569,Nagpur,VNIT Nagpur,4th,Artificial Intelligence,Linkedin
LD570,Raipur,VNIT Nagpur,2nd,Computer Science,Linkedin
LD571,Mumbai,IIM A,1st,Robotics,Linkedin
LD572,Mumbai,IIT Bombay,1st,Robotics,Google Form
LD573,Raipur,VNIT Nagpur,4th,Robotics,Instagram
LD574,Mumbai,IIT Bombay,4th,Artificial Intelligence,Google Form
LD575,Hyderabad,IIM A,1st,Finance,Whatsapp
LD576,Raipur,IIIT Hyderabad,2nd,Human Resource,Google Form
LD577,Nagpur,IIM A,2nd,Artificial Intelligence,College Colloboration
LD578,Hyderabad,IIT Delhi,3rd,Computer Science,Google Form
LD579,Nagpur,VNIT Nagpur,4th,Artificial Intelligence,Google Form
LD580,Hyderabad,Ramdeobaba Univerisity,1st,Computer Science,Linkedin
LD581,Ahmedabad,IIT Bombay,3rd,Data Science,Linkedin
LD582,Mumbai,IIM Bangalore,4th,Robotics,Whatsapp
LD583,Delhi,IIT Bombay,1st,Robotics,College Colloboration
LD584,Hyderabad,IIIT Hyderabad,1st,Data Science,College Colloboration
LD585,Raipur,VNIT Nagpur,1st,Robotics,Instagram
LD586,Bangalore,Ramdeobaba Univerisity,2nd,Computer Science,Google Form
LD587,Mumbai,IIIT Hyderabad,4th,Finance,Linkedin
LD588,Mumbai,Ramdeobaba Univerisity,4th,Human Resource,Google Form
LD589,Ahmedabad,IIM Bangalore,1st,Computer Science,Linkedin
LD590,Raipur,VNIT Nagpur,4th,Artificial Intelligence,College Colloboration
LD591,Mumbai,IIT Bombay,4th,Computer Science,Google Form
LD592,Raipur,IIM Bangalore,3rd,Artificial Intelligence,Google Form
LD593,Raipur,IIIT Hyderabad,1st,Artificial Intelligence,Linkedin
LD594,Nagpur,IIT Delhi,2nd,Robotics,Linkedin
LD595,Mumbai,IIT Delhi,2nd,Artificial Intelligence,Linkedin
LD596,Mumbai,IIT Delhi,4th,Finance,Google Form
LD597,Ahmedabad,IIIT Hyderabad,2nd,Data Science,Linkedin
LD598,Nagpur,IIM A,2nd,Computer Science,Google Form
LD599,Nagpur,IIM A,3rd,Computer Science,Linkedin
LD600,Mumbai,IIT Delhi,4th,Computer Science,Linkedin
LD601,Ahmedabad,IIT Bombay,2nd,Data Science,Instagram
LD602,Mumbai,Ramdeobaba Univerisity,1st,Computer Science,Instagram
LD603,Hyderabad,Ramdeobaba Univerisity,2nd,Finance,College Colloboration
LD604,Ahmedabad,IIM Bangalore,3rd,Human Resource,Linkedin
LD605,Nagpur,IIM A,4th,Data Science,Google Form
LD606,Raipur,IIM Bangalore,1st,Robotics,Instagram
LD607,Hyderabad,IIM A,2nd,Robotics,College Colloboration
LD608,Mumbai,BIITS Raipur,3rd,Artificial Intelligence,Linkedin
LD609,Raipur,IIM Bangalore,1st,Artificial Intelligence,Instagram
LD610,Ahmedabad,VNIT Nagpur,3rd,Robotics,Google Form
LD611,Mumbai,IIM Bangalore,1st,Artificial Intelligence,Google Form
LD612,Nagpur,IIM Bangalore,1st,Artificial Intelligence,Instagram
LD613,Nagpur,Ramdeobaba Univerisity,1st,Robotics,Whatsapp
LD614,Delhi,IIM Bangalore,4th,Finance,College Colloboration
LD615,Delhi,Ramdeobaba Univerisity,3rd,Data Science,Whatsapp
LD616,Bangalore,IIIT Hyderabad,2nd,Artificial Intelligence,Instagram
LD617,Ahmedabad,IIT Delhi,1st,Artificial Intelligence,Whatsapp
LD618,Hyderabad,IIM A,3rd,Data Science,Whatsapp
LD619,Raipur,IIT Bombay,3rd,Robotics,Whatsapp
LD620,Mumbai,IIT Bombay,4th,Computer Science,Instagram
LD621,Ahmedabad,IIT Delhi,3rd,Human Resource,Instagram
LD622,Hyderabad,IIM A,3rd,Human Resource,Whatsapp
LD623,Bangalore,IIT Delhi,1st,Finance,College Colloboration
LD624,Ahmedabad,Ramdeobaba Univerisity,1st,Human Resource,Google Form
LD625,Bangalore,VNIT Nagpur,2nd,Data Science,Linkedin
LD626,Delhi,IIT Bombay,2nd,Data Science,College Colloboration
LD627,Ahmedabad,BIITS Raipur,3rd,Computer Science,Linkedin
LD628,Nagpur,IIM Bangalore,2nd,Data Science,Whatsapp
LD629,Bangalore,Ramdeobaba Univerisity,4th,Robotics,Instagram
LD630,Mumbai,VNIT Nagpur,3rd,Data Science,Linkedin
LD631,Ahmedabad,IIIT Hyderabad,3rd,Artificial Intelligence,Google Form
LD632,Delhi,IIM A,3rd,Computer Science,Instagram
LD633,Ahmedabad,Ramdeobaba Univerisity,3rd,Artificial Intelligence,Google Form
LD634,Hyderabad,BIITS Raipur,1st,Robotics,Instagram
LD635,Ahmedabad,IIT Bombay,3rd,Artificial Intelligence,Linkedin
LD636,Hyderabad,Ramdeobaba Univerisity,1st,Data Science,Instagram
LD637,Nagpur,IIM Bangalore,2nd,Human Resource,Instagram
LD638,Mumbai,IIIT Hyderabad,3rd,Finance,Linkedin
LD639,Ahmedabad,BIITS Raipur,3rd,Robotics,Linkedin
LD640,Hyderabad,VNIT Nagpur,1st,Artificial Intelligence,Instagram
LD641,Nagpur,IIT Delhi,3rd,Robotics,Instagram
LD642,Ahmedabad,VNIT Nagpur,3rd,Human Resource,College Colloboration
LD643,Nagpur,IIM A,2nd,Computer Science,Linkedin
LD644,Ahmedabad,BIITS Raipur,4th,Finance,Linkedin
LD645,Delhi,Ramdeobaba Univerisity,4th,Robotics,College Colloboration
LD646,Nagpur,VNIT Nagpur,4th,Computer Science,Linkedin
LD647,Raipur,IIT Bombay,4th,Robotics,College Colloboration
LD648,Hyderabad,IIT Delhi,1st,Robotics,Whatsapp
LD649,Delhi,IIM Bangalore,1st,Computer Science,Google Form
LD650,Delhi,VNIT Nagpur,2nd,Robotics,College Colloboration
LD651,Hyderabad,IIIT Hyderabad,3rd,Artificial Intelligence,Linkedin
LD652,Raipur,IIIT Hyderabad,3rd,Finance,Linkedin
LD653,Mumbai,BIITS Raipur,3rd,Robotics,Linkedin
LD654,Nagpur,IIT Delhi,2nd,Finance,Instagram
LD655,Mumbai,IIIT Hyderabad,4th,Finance,Whatsapp
LD656,Ahmedabad,IIM Bangalore,4th,Human Resource,Instagram
LD657,Delhi,IIM Bangalore,1st,Finance,Google Form
LD658,Nagpur,IIT Bombay,1st,Artificial Intelligence,College Colloboration
LD659,Delhi,BIITS Raipur,2nd,Artificial Intelligence,Linkedin
LD660,Delhi,IIT Bombay,3rd,Data Science,College Colloboration
LD661,Hyderabad,IIIT Hyderabad,4th,Artificial Intelligence,Instagram
LD662,Raipur,IIM Bangalore,3rd,Artificial Intelligence,Google Form
LD663,Bangalore,IIM Bangalore,2nd,Computer Science,Whatsapp
LD664,Mumbai,IIT Delhi,3rd,Computer Science,Google Form
LD665,Hyderabad,IIT Delhi,1st,Finance,Whatsapp
LD666,Ahmedabad,IIM Bangalore,1st,Data Science,Instagram
LD667,Ahmedabad,IIM A,2nd,Data Science,Linkedin
LD668,Raipur,IIM A,3rd,Human Resource,Instagram
LD669,Hyderabad,VNIT Nagpur,4th,Artificial Intelligence,Whatsapp
LD670,Delhi,IIT Delhi,2nd,Finance,Instagram
LD671,Delhi,IIT Delhi,2nd,Robotics,Linkedin
LD672,Mumbai,Ramdeobaba Univerisity,3rd,Data Science,Linkedin
LD673,Bangalore,IIM Bangalore,3rd,Data Science,College Colloboration
LD674,Hyderabad,IIT Delhi,3rd,Robotics,Whatsapp
LD675,Hyderabad,IIIT Hyderabad,2nd,Artificial Intelligence,Google Form
LD676,Nagpur,IIM A,4th,Human Resource,Google Form
LD677,Delhi,Ramdeobaba Univerisity,1st,Human Resource,Whatsapp
LD678,Hyderabad,IIT Delhi,1st,Human Resource,Instagram
LD679,Mumbai,IIM A,1st,Finance,College Colloboration
LD680,Ahmedabad,IIT Bombay,2nd,Human Resource,Whatsapp
LD681,Ahmedabad,VNIT Nagpur,2nd,Human Resource,Google Form
LD682,Ahmedabad,IIM A,4th,Data Science,Whatsapp
LD683,Mumbai,IIM A,3rd,Finance,Instagram
LD684,Bangalore,Ramdeobaba Univerisity,3rd,Robotics,Whatsapp
LD685,Bangalore,IIM A,2nd,Computer Science,Google Form
LD686,Ahmedabad,IIT Bombay,3rd,Finance,Instagram
LD687,Mumbai,Ramdeobaba Univerisity,3rd,Finance,Whatsapp
LD688,Mumbai,IIM Bangalore,1st,Artificial Intelligence,College Colloboration
LD689,Delhi,BIITS Raipur,4th,Human Resource,Google Form
LD690,Nagpur,VNIT Nagpur,2nd,Computer Science,Google Form
LD691,Raipur,Ramdeobaba Univerisity,2nd,Artificial Intelligence,College Colloboration
LD692,Raipur,BIITS Raipur,3rd,Human Resource,College Colloboration
LD693,Bangalore,IIM A,3rd,Finance,Linkedin
LD694,Delhi,IIM A,4th,Finance,Instagram
LD695,Bangalore,Ramdeobaba Univerisity,4th,Human Resource,Instagram
LD696,Hyderabad,IIIT Hyderabad,3rd,Human Resource,Instagram
LD697,Raipur,IIT Delhi,2nd,Computer Science,Instagram
LD698,Raipur,IIIT Hyderabad,4th,Robotics,Linkedin
LD699,Hyderabad,Ramdeobaba Univerisity,3rd,Artificial Intelligence,Google Form
LD700,Nagpur,IIM A,4th,Computer Science,Whatsapp
LD701,Hyderabad,IIM Bangalore,4th,Finance,Google Form
LD702,Raipur,VNIT Nagpur,3rd,Robotics,Linkedin
LD703,Hyderabad,IIM A,1st,Finance,Whatsapp
LD704,Delhi,IIIT Hyderabad,1st,Robotics,Whatsapp
LD705,Delhi,Ramdeobaba Univerisity,1st,Computer Science,Google Form
LD706,Delhi,IIIT Hyderabad,1st,Finance,Google Form
LD707,Hyderabad,IIM Bangalore,3rd,Human Resource,Google Form
LD708,Ahmedabad,IIIT Hyderabad,2nd,Robotics,Whatsapp
LD709,Delhi,BIITS Raipur,1st,Artificial Intelligence,College Colloboration
LD710,Mumbai,IIT Delhi,4th,Human Resource,Whatsapp
LD711,Hyderabad,BIITS Raipur,1st,Computer Science,Instagram
LD712,Delhi,IIIT Hyderabad,3rd,Robotics,Google Form
LD713,Mumbai,IIM A,1st,Artificial Intelligence,Instagram
LD714,Mumbai,VNIT Nagpur,4th,Artificial Intelligence,Whatsapp
LD715,Nagpur,IIM Bangalore,2nd,Data Science,Whatsapp
LD716,Bangalore,IIT Bombay,4th,Artificial Intelligence,College Colloboration
LD717,Ahmedabad,IIT Bombay,3rd,Finance,Linkedin
LD718,Nagpur,IIM Bangalore,1st,Data Science,Linkedin
LD719,Delhi,IIM A,2nd,Artificial Intelligence,Whatsapp
LD720,Mumbai,IIT Bombay,4th,Human Resource,Linkedin
LD721,Delhi,BIITS Raipur,1st,Finance,Linkedin
LD722,Hyderabad,VNIT Nagpur,2nd,Finance,Linkedin
LD723,Raipur,IIIT Hyderabad,2nd,Robotics,Instagram
LD724,Nagpur,IIIT Hyderabad,3rd,Robotics,Linkedin
LD725,Raipur,IIT Bombay,4th,Finance,Google Form
LD726,Hyderabad,IIM A,1st,Computer Science,Whatsapp
LD727,Bangalore,BIITS Raipur,2nd,Computer Science,Linkedin
LD728,Delhi,IIIT Hyderabad,4th,Computer Science,Whatsapp
LD729,Delhi,VNIT Nagpur,4th,Robotics,Google Form
LD730,Mumbai,IIIT Hyderabad,4th,Robotics,Whatsapp
LD731,Ahmedabad,IIM A,2nd,Data Science,Linkedin
LD732,Hyderabad,IIIT Hyderabad,4th,Computer Science,College Colloboration
LD733,Delhi,IIM A,4th,Finance,Whatsapp
LD734,Delhi,IIT Delhi,4th,Robotics,Linkedin
LD735,Ahmedabad,IIM A,1st,Robotics,Google Form
LD736,Nagpur,IIIT Hyderabad,1st,Artificial Intelligence,Whatsapp
LD737,Ahmedabad,IIIT Hyderabad,1st,Human Resource,Whatsapp
LD738,Ahmedabad,IIT Delhi,1st,Human Resource,College Colloboration
LD739,Mumbai,Ramdeobaba Univerisity,3rd,Artificial Intelligence,Linkedin
LD740,Mumbai,IIT Delhi,3rd,Data Science,Instagram
LD741,Mumbai,IIT Delhi,3rd,Robotics,Instagram
LD742,Bangalore,IIIT Hyderabad,3rd,Human Resource,College Colloboration
LD743,Bangalore,Ramdeobaba Univerisity,1st,Finance,College Colloboration
LD744,Nagpur,BIITS Raipur,3rd,Robotics,Linkedin
LD745,Ahmedabad,IIT Delhi,1st,Finance,College Colloboration
LD746,Raipur,Ramdeobaba Univerisity,2nd,Finance,Google Form
LD747,Nagpur,IIM A,1st,Finance,Whatsapp
LD748,Raipur,IIIT Hyderabad,4th,Human Resource,Instagram
LD749,Mumbai,IIT Delhi,4th,Finance,Google Form
LD750,Ahmedabad,IIM Bangalore,2nd,Computer Science,Linkedin
LD751,Bangalore,IIT Delhi,4th,Computer Science,Instagram
LD752,Raipur,IIM Bangalore,1st,Data Science,Linkedin
LD753,Nagpur,VNIT Nagpur,3rd,Computer Science,Whatsapp
LD754,Mumbai,IIM A,1st,Data Science,Instagram
LD755,Nagpur,BIITS Raipur,1st,Finance,Instagram
LD756,Mumbai,IIIT Hyderabad,3rd,Computer Science,Instagram
LD757,Hyderabad,VNIT Nagpur,1st,Computer Science,Linkedin
LD758,Mumbai,Ramdeobaba Univerisity,3rd,Human Resource,Google Form
LD759,Delhi,Ramdeobaba Univerisity,3rd,Finance,Linkedin
LD760,Raipur,IIIT Hyderabad,1st,Data Science,Instagram
LD761,Raipur,IIIT Hyderabad,4th,Computer Science,College Colloboration
LD762,Mumbai,IIT Delhi,1st,Data Science,Linkedin
LD763,Bangalore,VNIT Nagpur,1st,Artificial Intelligence,Google Form
LD764,Hyderabad,IIT Bombay,1st,Data Science,Instagram
LD765,Raipur,IIM Bangalore,1st,Data Science,Google Form
LD766,Ahmedabad,BIITS Raipur,2nd,Finance,Whatsapp
LD767,Raipur,BIITS Raipur,1st,Finance,College Colloboration
LD768,Hyderabad,Ramdeobaba Univerisity,4th,Data Science,College Colloboration
LD769,Ahmedabad,VNIT Nagpur,2nd,Robotics,Whatsapp
LD770,Nagpur,IIIT Hyderabad,3rd,Computer Science,College Colloboration
LD771,Hyderabad,IIIT Hyderabad,4th,Finance,Linkedin
LD772,Ahmedabad,IIIT Hyderabad,3rd,Human Resource,Linkedin
LD773,Ahmedabad,BIITS Raipur,1st,Robotics,Google Form
LD774,Mumbai,IIT Delhi,3rd,Computer Science,Whatsapp
LD775,Hyderabad,IIT Bombay,4th,Finance,Linkedin
LD776,Raipur,BIITS Raipur,4th,Computer Science,Google Form
LD777,Hyderabad,VNIT Nagpur,3rd,Robotics,Instagram
LD778,Delhi,Ramdeobaba Univerisity,4th,Robotics,Instagram
LD779,Delhi,IIIT Hyderabad,4th,Computer Science,Instagram
LD780,Mumbai,Ramdeobaba Univerisity,3rd,Robotics,Whatsapp
LD781,Ahmedabad,IIIT Hyderabad,2nd,Human Resource,Google Form
LD782,Nagpur,IIT Delhi,1st,Artificial Intelligence,Linkedin
LD783,Bangalore,IIM A,2nd,Artificial Intelligence,Instagram
LD784,Bangalore,IIM Bangalore,3rd,Artificial Intelligence,College Colloboration
LD785,Ahmedabad,IIM Bangalore,1st,Robotics,Linkedin
LD786,Nagpur,VNIT Nagpur,1st,Finance,Google Form
LD787,Hyderabad,VNIT Nagpur,4th,Data Science,Google Form
LD788,Delhi,IIM Bangalore,2nd,Artificial Intelligence,Google Form
LD789,Raipur,Ramdeobaba Univerisity,1st,Computer Science,Google Form
